Fl‰che;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hˆhe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos
694;5;Tilia;cordata;;Winterlinde;23;14;174;L;71526;350294
694;6;Tilia;cordata;;Winterlinde;23;14;180;L;71531;350303
694;9;Tilia;cordata;;Winterlinde;23;12;174;L;71544;350329
694;10;Tilia;cordata;;Winterlinde;23;10;156;L;71549;350338
694;11;Tilia;cordata;;Winterlinde;23;10;123;L;71553;350338
694;17;Tilia;cordata;;Winterlinde;23;12;150;L;71591;350290
694;23;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;10;99;L;71624;350247
694;24;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;10;108;L;71621;350242
694;25;Tilia;cordata;;Winterlinde;23;14;150;L;71640;350262
694;27;Tilia;cordata;;Winterlinde;23;14;159;L;71635;350252
694;31;Tilia;cordata;;Winterlinde;23;10;135;L;71592;350249
694;32;Tilia;cordata;;Winterlinde;23;10;111;L;71586;350252
694;33;Tilia;cordata;;Winterlinde;23;12;129;L;71580;350255
694;35;Tilia;cordata;;Winterlinde;23;14;126;L;71569;350260
694;37;Tilia;cordata;;Winterlinde;23;13;141;L;71558;350266
694;39;Acer;pseudoplatanus;;Bergahorn;14;16;204;L;71541;350259
694;41;Tilia;cordata;;Winterlinde;13;10;150;L;71531;350268
694;44;Tilia;cordata;;Winterlinde;12;9;123;L;71552;350310
694;45;Tilia;cordata;;Winterlinde;14;9;135;L;71558;350308
694;46;Tilia;cordata;;Winterlinde;14;9;123;L;71563;350305
694;49;Abies;nordmanniana;;Nordmannstanne;8;4;64;N;71596;350279
694;52;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;10;141;L;71606;350271
694;53;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;9;111;L;71604;350266
694;54;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;9;135;L;71602;350262
694;55;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;10;159;L;71601;350257
45;1;Tilia;cordata;;Winterlinde;25;10;110;L;70126;351157
517;3;Carpinus;betulus;;Hainbuche;22;18;300;L;70061;352072
51;30;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;11;140;L;71703;352763
517;5;Betula;pendula;;Sand-Birke Weiﬂ-Birke;12;10;130;L;70046;352050
517;6;Betula;pendula;;Sand-Birke Weiﬂ-Birke;13;6;70;L;70046;352046
517;7;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;8;110;L;70051;352045
370;3;Carpinus;betulus;;Hainbuche;6;3;60;L;71478;351928
316;13;Corylus;colurna;;Baumhasel;12;8;90;L;71333;351763
370;5;Ailanthus;altissima;;Gˆtterbaum;15;12;1;L;71451;351923
370;6;Tilia;cordata;;Winterlinde;15;5;100;L;71431;351975
370;8;Tilia;cordata;;Winterlinde;15;7;150;L;71446;351982
771;3;Tilia;cordata;;Winterlinde;6;5;95;L;70995;351066
771;5;Acer;pseudoplatanus;;Bergahorn;18;10;210;L;70984;351046
768;2;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;4;65;L;71346;351405
768;3;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;1;25;L;71343;351413
768;4;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;4;1;L;71339;351422
768;11;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;4;65;L;71338;351503
768;21;Betula;pendula;;Sand-Birke Weiﬂ-Birke;5;5;75;L;71399;351463
768;22;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;5;67;L;71389;351484
768;23;Betula;pendula;;Sand-Birke Weiﬂ-Birke;9;5;67;L;71388;351488
51;32;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;8;147;L;71707;352746
767;9;Tilia;platyphyllos;;Sommerlinde;5;4;130;L;71747;350263
316;17;Parrotia;persica;;Eisenholz;3;2;60;L;71369;351870
316;18;Betula;pendula;;Sand-Birke Weiﬂ-Birke;5;4;60;L;71374;351872
316;19;Betula;pendula;;Sand-Birke Weiﬂ-Birke;5;4;60;L;71379;351874
316;20;Robinia;pseudoacacia;;Robinie;12;10;90;L;71391;351867
316;21;Robinia;pseudoacacia;;Robinie;12;10;75;L;71393;351861
316;24;Robinia;pseudoacacia;;Robinie;12;7;75;L;71402;351841
316;25;Robinia;pseudoacacia;;Robinie;12;8;75;L;71405;351833
202;18;Sorbus;aucuparia;.;Eberesche;6;8;370;L;70176;348981
518;5;Catalpa;bignonioides;;Trompetenbaum;4;12;250;L;69736;352051
51;95;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;20;12;208;L;71776;352518
770;12;Aesculus;hippocastanum;;Roﬂkastanie;4;2;35;L;71855;350704
770;13;Aesculus;hippocastanum;;Roﬂkastanie;5;3;45;L;71853;350693
770;22;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;25;L;71809;350642
774;1;Acer;platanoides;;Spitzahorn;10;9;65;L;72045;350451
774;2;Acer;platanoides;;Spitzahorn;12;12;65;L;72045;350445
774;4;Davidia;involucrata;.;Taubenbaum;10;6;65;L;72063;350452
774;9;Tilia;cordata;;Winterlinde;20;28;188;L;72064;350399
774;11;Betula;pendula;;Sand-Birke Weiﬂ-Birke;20;18;131;L;72058;350392
774;12;Juglans;regia;.;Walnuﬂ;10;6;70;L;72055;350374
774;14;Chamaecyparis;lawsoniana;;Scheinzypresse;16;10;170;N;72048;350378
774;15;Quercus;robur;.;Stieleiche;5;4;25;L;72034;350372
774;16;Pinus;nigra;nigra;Schwarzkiefer;15;16;124;N;72027;350392
774;17;Chamaecyparis;lawsoniana;;Scheinzypresse;15;4;73;N;72031;350393
316;27;Robinia;pseudoacacia;;Robinie;12;8;75;L;71410;351820
514;2;Acer;platanoides;Globosum;Kugelahorn;4;3;40;L;70828;352004
768;20;Betula;pendula;;Sand-Birke Weiﬂ-Birke;5;5;57;L;71400;351458
51;96;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;12;217;L;71775;352528
768;14;Liriodendron;tulpifera;.;Tulpenbaum;7;5;58;L;71368;351492
489;29;Picea;omorika;;Serbische Fichte;9;4;45;N;69378;351893
692;3;Tilia;cordata;;Winterlinde;15;6;160;L;70983;355051
692;4;Tilia;cordata;;Winterlinde;7;3;67;L;70967;355051
711;16;Cupressocyparis;leylandii;.;Leylandzypresse;18;10;80;N;70461;350649
1084;5;Gleditsia;triacanthos;;Christusdorn;4;3;30;L;72135;352770
1084;9;Gleditsia;triacanthos;;Christusdorn;4;3;30;L;72101;352827
525;003a;Salix;alba;Liempde;Kegel-Silberweide;5;2;27;L;71176;353491
525;005a;Salix;alba;Liempde;Kegel-Silberweide;6;2;25;L;71167;353478
525;;Salix;alba;Liempde;Kegel-Silberweide;6;3;29;L;71153;353456
525;017a;Salix;alba;Liempde;Kegel-Silberweide;6;2;25;L;71111;353391
525;020a;Salix;alba;Liempde;Kegel-Silberweide;6;3;31;L;71097;353370
525;024a;Salix;alba;Liempde;Kegel-Silberweide;6;2;22;L;71080;353344
525;026a;Salix;alba;Liempde;Kegel-Silberweide;6;2;23;L;71071;353330
592;125a;Quercus;robur;`Fastigiata koser`;S‰ulenstieleiche;3;1;12;L;70590;354316
592;153a;Liriodendron;tulpifera;.;Tulpenbaum;5;2;20;L;70813;354084
548;038a;Acer;platanoides;;Spitzahorn;5;2;20;L;70817;353586
773;2;Betula;pendula;;Sand-Birke Weiﬂ-Birke;13;10;136;L;70407;350035
773;3;Betula;pendula;;Sand-Birke Weiﬂ-Birke;16;10;140;L;70407;350033
773;6;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;13;192;L;70392;350032
773;7;Carpinus;betulus;;Hainbuche;11;10;128;L;70393;350047
772;6;Betula;pendula;;Sand-Birke Weiﬂ-Birke;20;10;108;L;71523;350912
772;7;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;10;75;L;71512;350916
772;8;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;10;78;L;71509;350912
772;9;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;10;90;L;71511;350920
691;3;Malus;;;Apfel;3;1;25;L;70855;354870
639;1;Tilia;cordata;;Winterlinde;6;3;65;L;71222;356701
639;2;Tilia;cordata;;Winterlinde;6;3;65;L;71215;356701
689;10;Larix;decidua;;Europ‰ische-L‰rche;10;6;127;N;70607;355198
639;10;Fraxinus;excelsior;;Gemeine Esche;5;3;65;L;71219;356721
639;11;Liquidambar;styraciflua;;Amerikanischer-Amberbaum;4;1;26;L;71220;356719
639;12;Malus;;;Apfel;3;2;35;L;71222;356715
688;1;Betula;pendula;;Sand-Birke Weiﬂ-Birke;12;4;107;L;71324;354263
376;4;Tilia;;;Linde;30;12;1;L;72821;351722
376;7;Tilia;;;Linde;30;15;150;L;72809;351707
376;8;Tilia;;;Linde;30;15;150;L;72807;351710
372;1;Ailanthus;altissima;;Gˆtterbaum;20;14;150;L;72844;351474
209;8;Larix;decidua;;Europ‰ische-L‰rche;16;14;120;N;71632;349007
209;18;Pinus;nigra;nigra;Schwarzkiefer;12;6;170;N;71612;349050
209;19;Sorbus;aria;;Mehlbeere;10;6;180;L;71619;349046
209;20;Abies;alba;;Weiﬂtanne;10;4;80;N;71624;349045
209;23;Betula;pendula;;Sand-Birke Weiﬂ-Birke;10;5;130;L;71630;349054
209;24;Betula;pendula;;Sand-Birke Weiﬂ-Birke;10;6;100;L;71639;349066
209;25;Betula;pendula;;Sand-Birke Weiﬂ-Birke;8;6;80;L;71645;349066
209;27;Tilia;cordata;;Winterlinde;16;12;220;L;71654;349065
824;194;Prunus;padus;;Traubenkirsche;4;1;23;L;76395;347466
824;195;Prunus;padus;;Traubenkirsche;5;2;18;L;76395;347454
824;201;Quercus;.;.;Eiche;5;1;17;L;76338;347472
773;8;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;25;18;310;L;70375;350044
689;11;Larix;decidua;;Europ‰ische-L‰rche;10;4;90;N;70609;355201
461;4;Prunus;;;Kirsche;8;10;140;L;76717;346493
458;3;Prunus;;;Kirsche;7;6;80;L;76840;345563
458;10;Aesculus;hippocastanum;;Roﬂkastanie;6;2;30;L;76865;345558
938;1;Liriodendron;tulpifera;.;Tulpenbaum;5;2;20;L;76093;346759
938;2;Liriodendron;tulpifera;.;Tulpenbaum;5;2;21;L;76099;346765
938;3;Liriodendron;tulpifera;.;Tulpenbaum;5;2;21;L;76108;346777
938;4;Liriodendron;tulpifera;.;Tulpenbaum;5;2;20;L;76111;346782
938;8;Liriodendron;tulpifera;.;Tulpenbaum;5;2;21;L;76112;346767
519;001a;Carpinus;betulus;;Hainbuche;5;3;30;L;70897;354173
593;1;Robinia;pseudoacacia;;Robinie;13;14;270;L;71049;353892
375;1;Acer;;;Ahorn;30;18;180;L;72663;351765
375;2;Tilia;;;Linde;35;16;150;L;72656;351772
369;7;Malus;Zierform;.;Zierapfel;10;4;45;L;72928;350856
609;28;Quercus;.;.;Eiche;9;10;150;L;70863;354108
369;18;Acer;;;Ahorn;3;2;45;L;73004;350798
467;5;Fraxinus;excelsior;;Gemeine Esche;25;17;220;L;70346;352140
368;25;Betula;pendula;;Sand-Birke Weiﬂ-Birke;25;6;210;L;71903;351886
776;9;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;17;10;150;L;72209;350024
368;26;Catalpa;bignonioides;;Trompetenbaum;20;16;28;L;71922;351875
102;8;Corylus;colurna;;Baumhasel;4;2;45;L;73916;352460
76;9;Acer;platanoides;;Spitzahorn;14;4;50;L;71198;352693
368;35;Acer;palmatum;;Japanischer F‰cherahorn;1;8;60;L;71893;351918
855;8;Acer;platanoides;;Spitzahorn;7;2;30;L;73544;346778
51;26;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;10;200;L;71693;352797
475;2;Quercus;.;.;Eiche;18;20;350;L;70547;352234
475;10;Acer;platanoides;;Spitzahorn;22;14;260;L;70561;352199
475;11;Quercus;.;.;Eiche;7;8;70;L;70567;352193
475;14;Tilia;cordata;;Winterlinde;13;12;240;L;70607;352173
475;18;Acer;platanoides;;Spitzahorn;11;10;130;L;70620;352157
475;19;Tilia;cordata;;Winterlinde;22;14;320;L;70629;352153
475;20;Castanea;sativa;;Edelkastanie;11;8;100;L;70631;352145
475;21;Aesculus;hippocastanum;;Roﬂkastanie;18;11;1;L;70607;352152
475;22;Tilia;cordata;;Winterlinde;15;8;220;L;70611;352146
475;23;Tilia;cordata;;Winterlinde;16;8;200;L;70615;352142
467;6;Acer;campestre;;Feldahorn;22;17;230;L;70344;352145
51;31;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;11;159;L;71705;352754
475;27;Tilia;cordata;;Winterlinde;10;9;170;L;70654;352114
467;7;Juglans;regia;.;Walnuﬂ;11;7;80;L;70337;352151
475;29;Aesculus;hippocastanum;;Roﬂkastanie;19;13;270;L;70656;352123
475;30;Aesculus;hippocastanum;;Roﬂkastanie;19;10;270;L;70658;352129
475;31;Aesculus;hippocastanum;;Roﬂkastanie;19;7;220;L;70655;352134
475;32;Acer;platanoides;;Spitzahorn;18;12;170;L;70661;352137
467;8;Juglans;regia;.;Walnuﬂ;12;10;130;L;70332;352155
475;35;Quercus;cerris;.;Zerr-Eiche;12;13;100;L;70680;352149
475;37;Tilia;;;Linde;17;11;150;L;70690;352138
475;39;Tilia;;;Linde;23;15;190;L;70675;352129
475;44;Aesculus;hippocastanum;;Roﬂkastanie;25;20;270;L;70729;352180
475;48;Betula;pendula;;Sand-Birke Weiﬂ-Birke;12;9;90;L;70757;352195
475;52;Acer;platanoides;;Spitzahorn;22;13;180;L;70792;352207
344;23;Tilia;cordata;;Winterlinde;15;8;180;L;72036;352008
694;22;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;8;96;L;71628;350253
694;29;Tilia;cordata;;Winterlinde;23;14;141;L;71630;350242
694;36;Tilia;cordata;;Winterlinde;23;12;134;L;71563;350263
694;40;Acer;platanoides;;Spitzahorn;15;12;302;L;71522;350254
694;47;Pinus;schwerinii;.;Schwerin-Kiefer;12;8;132;N;71570;350285
694;48;Tilia;cordata;;Winterlinde;14;9;135;L;71574;350298
517;9;Juglans;regia;.;Walnuﬂ;10;10;125;L;70061;352052
517;10;Acer;;;Ahorn;8;9;166;L;70068;352056
768;6;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;4;65;L;71329;351448
768;7;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;4;65;L;71323;351464
51;46;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;9;6;38;L;71732;352628
569;2;Tilia;cordata;;Winterlinde;18;8;200;L;69880;353470
569;4;Tilia;cordata;;Winterlinde;18;12;215;L;69893;353482
569;6;Tilia;cordata;;Winterlinde;18;6;210;L;69881;353492
569;9;Tilia;cordata;;Winterlinde;18;10;270;L;69895;353513
569;10;Tilia;cordata;;Winterlinde;18;12;240;L;69884;353515
209;1;Fagus;sylvatica;.;Rotbuche;14;16;200;L;71610;349005
518;3;Tilia;cordata;;Winterlinde;26;12;250;L;69710;352033
518;6;Malus;hybrid;.;Zierapfel;6;7;50;L;69747;352062
774;10;Betula;pendula;;Sand-Birke Weiﬂ-Birke;20;16;124;L;72060;350393
774;18;Chamaecyparis;lawsoniana;;Scheinzypresse;18;4;116;N;72034;350407
245;1;Alnus;glutinosa;;Schwarzerle;18;7;90;L;73278;346500
468;1;Cornus;sanguinea;.;Roter Hartriegel;8;7;55;L;70255;352165
51;64;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;12;152;L;71757;352440
639;13;Malus;;;Apfel;4;2;37;L;71219;356717
372;5;Aesculus;hippocastanum;;Roﬂkastanie;1;8;1;L;72850;351424
199;75;Carpinus;betulus;;Hainbuche;7;2;100;L;72491;349576
209;7;Sorbus;aria;;Mehlbeere;10;6;150;L;71630;349000
209;3;Sorbus;aria;;Mehlbeere;6;5;80;L;71606;349023
209;12;Abies;alba;;Weiﬂtanne;14;6;100;N;71631;349023
209;13;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;10;120;L;71629;349027
209;14;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;15;100;L;71624;349031
209;16;Abies;alba;;Weiﬂtanne;14;6;120;N;71609;349039
459;004a;Corylus;colurna;;Baumhasel;9;5;60;L;74334;345891
459;006a;Taxus;baccata;;Gemeine Eibe;8;7;120;N;74341;345927
459;007a;Ilex;aquifolium;;Stechpalme;8;9;56;L;74351;345931
459;009a;Acer;;;Ahorn;5;2;26;L;74332;345932
296;3;Betula;pendula;;Sand-Birke Weiﬂ-Birke;16;3;68;L;72520;346173
33;002b;Populus;;;Pappel;2;6;260;L;70452;351843
427;3;Acer;platanoides;;Spitzahorn;5;3;32;L;70475;352896
368;13;Pinus;;;Kiefer;12;6;90;N;71881;352001
368;14;Pinus;;;Kiefer;10;3;60;N;71882;351995
565;12;Magnolia;kobus;;Baummagnolie - weiﬂ;7;3;77;L;70519;353603
740;5;Quercus;robur;Fastigiater;S‰ulen Eiche;11;2;60;L;71838;350393
475;13;Tilia;platyphyllos;;Sommerlinde;15;11;250;L;70601;352168
316;1;Corylus;colurna;;Baumhasel;9;6;75;L;71414;351796
373;1;Tilia;cordata;;Winterlinde;12;8;75;L;72331;351800
373;4;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;14;75;L;72350;351878
373;5;Betula;pendula;;Sand-Birke Weiﬂ-Birke;20;12;75;L;72351;351878
373;7;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;10;100;L;72353;351873
373;9;Betula;pendula;;Sand-Birke Weiﬂ-Birke;17;10;100;L;72349;351871
373;11;Crataegus;monogyna;;Eingriffliger Weiﬂdorn;10;8;60;L;72348;351866
373;12;Crataegus;monogyna;;Eingriffliger Weiﬂdorn;10;6;75;L;72345;351864
373;13;Juglans;regia;.;Walnuﬂ;13;12;150;L;72341;351860
373;16;Prunus;;;Kirsche;7;14;135;L;72329;351864
373;17;Malus;;;Apfel;7;8;60;L;72332;351873
373;18;Cercidiphyllum;japonicum;.;Japanischer Katsurabaum;10;12;75;L;72338;351877
373;19;Tilia;cordata;;Winterlinde;15;12;90;L;72347;351884
373;21;Picea;omorika;;Serbische Fichte;13;6;1;N;72318;351868
373;28;Picea;omorika;;Serbische Fichte;12;6;75;N;72308;351858
373;32;Abies;.;.;Tanne;12;5;75;N;72310;351841
373;33;Abies;.;.;Tanne;10;4;60;N;72314;351841
373;36;Malus;;;Apfel;7;12;100;L;72325;351801
371;1;Magnolia;kobus;;Baummagnolie - weiﬂ;6;9;90;L;71513;351695
371;4;Betula;pendula;;Sand-Birke Weiﬂ-Birke;30;8;120;L;71547;351683
371;5;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;8;150;L;71547;351680
371;6;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;9;165;L;71545;351669
371;7;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;8;120;L;71541;351672
371;12;Betula;pendula;;Sand-Birke Weiﬂ-Birke;20;15;150;L;71518;351672
470;2;Catalpa;bignonioides;;Trompetenbaum;10;10;170;L;70477;352175
475;42;Paulownia;tomentosa;.;Blauglockenbaum;10;17;170;L;70715;352167
627;2;Juglans;regia;.;Walnuﬂ;12;14;130;L;71101;355881
203;1;Quercus;robur;.;Stieleiche;8;15;200;L;70965;348747
203;2;Tilia;cordata;;Winterlinde;16;10;1;L;70954;348738
203;4;Tilia;cordata;;Winterlinde;16;14;200;L;70955;348719
203;5;Tilia;cordata;;Winterlinde;16;14;190;L;70954;348709
203;9;Quercus;robur;Fastigiater;S‰ulen Eiche;16;7;200;L;70964;348642
203;11;Tilia;cordata;;Winterlinde;16;16;240;L;70959;348627
203;13;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;6;80;L;70950;348614
203;14;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;8;70;L;70949;348612
203;15;Betula;pendula;;Sand-Birke Weiﬂ-Birke;14;8;80;L;70949;348606
203;17;Crataegus;monogyna;;Eingriffliger Weiﬂdorn;4;3;50;L;70952;348721
203;20;Picea;abies;;Gemeine Fichte;16;3;130;N;70986;348735
203;21;Picea;abies;;Gemeine Fichte;16;4;90;N;70990;348741
203;22;Betula;pendula;;Sand-Birke Weiﬂ-Birke;16;10;170;L;70996;348747
203;25;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;8;110;L;71003;348741
464;3;Prunus;;;Kirsche;5;4;53;L;74866;345348
464;6;Prunus;Zierform;.;Zierkirsche;5;6;53;L;74858;345352
464;7;Prunus;Zierform;.;Zierkirsche;4;4;48;L;74869;345355
694;2;Tilia;cordata;;Winterlinde;23;16;185;L;71512;350267
694;3;Tilia;cordata;;Winterlinde;23;16;170;L;71516;350277
694;4;Tilia;cordata;;Winterlinde;23;14;175;L;71521;350285
694;7;Tilia;cordata;;Winterlinde;23;12;150;L;71535;350312
694;8;Tilia;cordata;;Winterlinde;23;12;134;L;71539;350321
694;12;Acer;platanoides;;Spitzahorn;23;14;159;L;71556;350333
694;13;Acer;platanoides;;Spitzahorn;23;13;204;L;71565;350321
694;16;Tilia;cordata;;Winterlinde;23;10;120;L;71580;350296
694;19;Tilia;cordata;;Winterlinde;22;10;120;L;71602;350285
694;20;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;8;105;L;71634;350265
694;21;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;10;90;L;71630;350258
694;26;Tilia;cordata;;Winterlinde;23;14;144;L;71638;350257
694;28;Tilia;cordata;;Winterlinde;23;14;159;L;71632;350247
694;30;Tilia;cordata;;Winterlinde;23;14;135;L;71628;350237
694;51;Betula;pendula;;Sand-Birke Weiﬂ-Birke;12;7;105;L;71608;350274
773;19;Aesculus;hippocastanum;;Roﬂkastanie;5;1;30;L;70375;350074
517;2;Acer;campestre;;Feldahorn;9;10;100;L;70069;352077
517;8;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;8;130;L;70054;352046
517;11;Carpinus;betulus;;Hainbuche;7;11;110;L;70075;352060
370;1;Tilia;cordata;;Winterlinde;15;12;1;L;71492;351934
370;2;Carpinus;betulus;;Hainbuche;6;2;45;L;71481;351929
370;7;Aesculus;hippocastanum;;Roﬂkastanie;15;10;210;L;71436;351977
370;9;Prunus;serrulata;.;Zierkirsche;4;7;100;L;71476;351991
771;4;Acer;pseudoplatanus;;Bergahorn;18;12;220;L;70988;351053
768;1;Magnolia;kobus;;Baummagnolie - weiﬂ;5;8;1;L;71358;351402
768;5;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;4;1;L;71331;351442
768;8;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;4;65;L;71318;351475
768;12;Quercus;robur;.;Stieleiche;2;1;20;L;71359;351508
768;17;Carpinus;betulus;;Hainbuche;6;3;1;L;71374;351435
768;13;Liriodendron;tulpifera;.;Tulpenbaum;7;5;67;L;71366;351499
768;15;Liriodendron;tulpifera;.;Tulpenbaum;7;5;58;L;71371;351487
767;1;Tilia;cordata;;Winterlinde;21;14;135;L;71781;350304
767;3;Prunus;padus;;Traubenkirsche;4;8;90;L;71728;350284
767;7;Tilia;platyphyllos;;Sommerlinde;5;4;115;L;71740;350263
767;8;Tilia;platyphyllos;;Sommerlinde;5;4;100;L;71742;350260
702;40;Platanus;;;Platane;7;6;130;L;70690;351787
518;2;Aesculus;hippocastanum;;Roﬂkastanie;18;13;200;L;69699;352038
770;2;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71825;350702
770;16;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;20;L;71819;350698
770;14;Aesculus;hippocastanum;;Roﬂkastanie;20;17;250;L;71847;350686
774;8;Cercis;siliquastrum;;Gemeiner Judasbaum;4;2;1;L;72049;350402
711;17;Prunus;serrulata;.;Zierkirsche;6;8;50;L;70431;350642
572;056a;Carpinus;betulus;¥Trans Fontaine`;S‰ulenhainbuche;5;2;23;L;71120;353714
572;059a;Carpinus;betulus;¥Trans Fontaine`;S‰ulenhainbuche;5;2;25;L;71126;353721
657;1;Ailanthus;altissima;;Gˆtterbaum;10;6;90;L;71437;354390
525;116a;Populus;alba;Nivea;Silber Pappel;23;12;193;L;70806;352963
559;6;Acer;pseudoplatanus;;Bergahorn;12;8;125;L;71441;353997
559;22;Acer;platanoides;;Spitzahorn;11;6;79;L;71469;354010
559;29;Tilia;;;Linde;8;4;49;L;71420;353954
559;31;Salix;alba;;Siberweide;7;4;53;L;71412;353944
773;20;Malus;Zierform;.;Zierapfel;3;1;16;L;70361;350078
559;36;Quercus;robur;.;Stieleiche;18;12;145;L;71407;353911
559;49;Quercus;robur;.;Stieleiche;17;14;165;L;71388;353851
559;52;Tilia;;;Linde;8;3;51;L;71403;353846
577;020a;Cercis;siliquastrum;;Gemeiner Judasbaum;5;2;21;L;70577;354011
559;56;Acer;campestre;;Feldahorn;8;6;80;L;71400;353806
559;55;Acer;campestre;;Feldahorn;8;7;81;L;71407;353814
824;202a;Quercus;.;.;Eiche;3;2;28;L;76306;347481
329;34;Tilia;cordata;;Winterlinde;6;3;60;L;71759;351895
329;35;Tilia;cordata;;Winterlinde;8;3;75;L;71761;351890
776;7;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;12;100;L;72241;350013
772;1;Crataegus;laevigata;;Rotdorn;14;16;130;L;71539;350888
772;10;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;10;78;L;71507;350917
372;2;Ailanthus;altissima;;Gˆtterbaum;20;18;135;L;72848;351473
372;3;Castanea;sativa;;Edelkastanie;8;3;35;L;72848;351439
209;4;Tilia;cordata;;Winterlinde;18;10;120;L;71607;349031
209;10;Pinus;nigra;nigra;Schwarzkiefer;12;6;100;N;71636;349020
209;11;Abies;alba;;Weiﬂtanne;14;5;80;N;71635;349026
209;15;Abies;alba;;Weiﬂtanne;16;6;150;N;71617;349032
209;31;Quercus;.;.;Eiche;12;6;120;L;71615;349096
461;1;Prunus;serrulata;.;Zierkirsche;3;1;23;L;76699;346475
461;5;Prunus;domestica;.;Zwetsche;7;4;76;L;76720;346497
461;6;Malus;;;Apfel;3;4;96;L;76723;346488
329;36;Tilia;cordata;;Winterlinde;8;3;51;L;71764;351883
458;9;Pinus;nigra;nigra;Schwarzkiefer;5;3;80;N;76854;345552
458;11;Tilia;cordata;;Winterlinde;6;2;33;L;76870;345572
458;12;Acer;;;Ahorn;6;3;35;L;76874;345582
458;13;Sorbus;aria;;Mehlbeere;6;2;26;L;76882;345597
551;10;Acer;platanoides;;Spitzahorn;5;4;45;L;69501;353308
551;11;Tilia;platyphyllos;;Sommerlinde;6;4;55;L;69503;353308
458;18;juglans;.;.;Nuﬂ;12;8;97;L;76869;345609
458;19;Pinus;nigra;nigra;Schwarzkiefer;16;6;110;N;76865;345614
458;20;juglans;.;.;Nuﬂ;16;12;152;L;76873;345613
329;37;Acer;pseudoplatanus;;Bergahorn;12;6;120;L;71766;351877
938;9;Liriodendron;tulpifera;.;Tulpenbaum;6;2;20;L;76102;346754
369;11;Acer;;;Ahorn;30;16;180;L;72916;350821
694;14;Acer;platanoides;;Spitzahorn;23;13;186;L;71568;350314
694;15;Tilia;cordata;;Winterlinde;23;10;130;L;71575;350302
694;18;Tilia;cordata;;Winterlinde;23;10;130;L;71597;350288
694;34;Tilia;cordata;;Winterlinde;23;12;134;L;71574;350258
51;25;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;10;215;L;71691;352806
694;42;Tilia;cordata;;Winterlinde;14;12;126;L;71535;350277
