Fl‰che;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hˆhe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos
219;33;Sequoiadendron;giganteum;;Mammutbaum;15;4;130;N;72566;346190
219;34;Prunus;serrula;;Tibetkirsche - weiﬂ;4;3;61;L;72564;346187
219;35;Sequoiadendron;giganteum;;Mammutbaum;15;5;115;N;72553;346181
219;36;Juglans;nigra;.;Schwarznuss;16;6;87;L;72546;346181
219;37;Aesculus;carnea;Briotti;Rotbl¸hende Kastanie;13;5;67;L;72541;346175
219;38;Acer;platanoides;;Spitzahorn;14;4;77;L;72534;346172
219;75;Sorbus;aria;;Mehlbeere;5;4;47;L;72524;346190
219;76;Juglans;nigra;.;Schwarznuss;15;8;10;L;72513;346207
219;79;Fraxinus;excelsior;;Gemeine Esche;16;8;82;L;72510;346222
219;80;Fraxinus;excelsior;;Gemeine Esche;15;6;68;L;72514;346224
351;36;Tilia;cordata;;Winterlinde;6;4;150;L;72678;351837
357;3;Tilia;cordata;;Winterlinde;6;5;120;L;72874;351539
357;4;Tilia;cordata;;Winterlinde;6;6;120;L;72875;351532
357;5;Tilia;cordata;;Winterlinde;6;6;90;L;72876;351523
357;6;Tilia;cordata;;Winterlinde;6;6;90;L;72877;351514
357;11;Tilia;cordata;;Winterlinde;6;5;90;L;72885;351466
357;18;Tilia;cordata;;Winterlinde;6;6;120;L;72900;351404
357;26;Tilia;cordata;;Winterlinde;6;5;120;L;72914;351357
357;29;Tilia;cordata;;Winterlinde;6;5;90;L;72920;351338
357;30;Tilia;cordata;;Winterlinde;6;4;90;L;72921;351333
357;32;Tilia;cordata;;Winterlinde;6;3;90;L;72923;351328
357;35;Acer;campestre;;Feldahorn;8;3;75;L;72896;351465
339;57;Aesculus;hippocastanum;;Roﬂkastanie;9;5;90;L;72452;352044
305;12;Malus;domestica;.;Apfelbaum;5;3;73;L;72588;346150
463;4;Fraxinus;excelsior;;Gemeine Esche;5;3;42;L;74790;345314
463;5;Carpinus;betulus;;Hainbuche;7;5;46;L;74790;345324
463;6;Quercus;robur;.;Stieleiche;9;6;60;L;74792;345331
463;7;Fraxinus;excelsior;;Gemeine Esche;8;4;41;L;74803;345326
219;5;Betula;pendula;;Sand-Birke Weiﬂ-Birke;17;6;63;L;72662;346246
219;23;Magnolia;kobus;;Baummagnolie - weiﬂ;20;10;132;L;72623;346239
219;24;Carpinus;betulus;;Hainbuche;10;5;81;L;72616;346230
219;83;Fraxinus;excelsior;;Gemeine Esche;17;8;110;L;72527;346227
219;87;Fraxinus;excelsior;;Gemeine Esche;10;4;53;L;72544;346232
219;88;Fraxinus;excelsior;;Gemeine Esche;17;8;83;L;72547;346233
219;89;Fraxinus;excelsior;;Gemeine Esche;20;10;114;L;72550;346234
219;92;Tilia;cordata;;Winterlinde;14;6;77;L;72549;346223
219;93;Fraxinus;excelsior;;Gemeine Esche;4;4;40;L;72557;346220
219;94;Acer;campestre;;Feldahorn;20;10;115;L;72587;346249
219;95;Alnus;glutinosa;;Schwarzerle;17;8;110;L;72640;346298
219;96;Juglans;nigra;.;Schwarznuss;10;6;53;L;72638;346273
219;97;Juglans;regia;.;Walnuﬂ;15;8;73;L;72646;346266
295;19;.;.;.;.;9;7;90;L;72949;346795
194;1;Tilia;cordata;;Winterlinde;12;8;140;L;71146;348609
194;6;Tilia;cordata;;Winterlinde;14;6;140;L;71093;348606
194;11;Tilia;cordata;;Winterlinde;14;6;160;L;71043;348606
194;17;Tilia;cordata;;Winterlinde;14;10;180;L;70982;348603
194;18;Tilia;cordata;;Winterlinde;12;8;150;L;70966;348587
194;20;Tilia;cordata;;Winterlinde;14;6;160;L;71013;348589
194;25;Tilia;cordata;;Winterlinde;14;7;190;L;71092;348591
194;27;Tilia;cordata;;Winterlinde;16;8;190;L;71128;348593
194;28;Tilia;cordata;;Winterlinde;14;8;160;L;71139;348593
194;29;Tilia;cordata;;Winterlinde;14;8;180;L;71162;348594
923;35;Acer;;;Ahorn;6;2;18;L;77731;346603
923;39;Acer;;;Ahorn;5;2;23;L;77802;346699
923;40;Acer;;;Ahorn;5;2;22;L;77808;346709
923;4;Acer;;;Ahorn;8;2;31;L;77713;346482
923;60;Acer;;;Ahorn;7;2;26;L;77846;346403
923;20;Acer;;;Ahorn;8;2;28;L;77855;346399
923;21;Acer;;;Ahorn;8;2;32;L;77859;346406
246;2;Corylus;colurna;;Baumhasel;5;4;48;L;72199;346610
246;3;Corylus;colurna;;Baumhasel;5;4;53;L;72194;346609
246;4;Acer;platanoides;;Spitzahorn;4;3;28;L;72182;346618
246;5;Corylus;colurna;;Baumhasel;5;3;48;L;72172;346614
246;6;Corylus;colurna;;Baumhasel;5;3;51;L;72165;346612
246;7;Corylus;colurna;;Baumhasel;5;4;51;L;72158;346610
492;154;Tilia;cordata;;Winterlinde;4;3;20;L;69640;351051
246;8;Corylus;colurna;;Baumhasel;5;4;48;L;72150;346608
246;9;Corylus;colurna;;Baumhasel;5;4;53;L;72182;346607
246;10;Corylus;colurna;;Baumhasel;5;4;51;L;72177;346606
246;13;Corylus;colurna;;Baumhasel;5;4;48;L;72156;346601
246;17;Quercus;robur;.;Stieleiche;7;4;85;L;72113;346604
246;18;Corylus;colurna;;Baumhasel;4;2;43;L;72132;346602
246;19;Corylus;colurna;;Baumhasel;5;2;41;L;72140;346606
246;20;Acer;platanoides;;Spitzahorn;6;5;65;L;72199;346626
246;26;Acer;platanoides;;Spitzahorn;6;5;53;L;72187;346674
246;29;Acer;platanoides;;Spitzahorn;7;5;59;L;72184;346706
923;62;Fraxinus;excelsior;;Gemeine Esche;6;2;24;L;77742;346308
923;64;Fraxinus;excelsior;;Gemeine Esche;6;2;23;L;77753;346302
269;1;Sorbus;thuringiaca;Fastigiata;S‰ulen-Eberesche;5;3;30;L;71722;346271
269;3;Carpinus;betulus;;Hainbuche;5;3;31;L;71758;346277
269;4;Carpinus;betulus;;Hainbuche;7;4;41;L;71775;346280
269;5;Tilia;cordata;;Winterlinde;7;4;43;L;71793;346282
269;6;Carpinus;betulus;;Hainbuche;5;2;22;L;71810;346284
269;7;.;.;.;.;5;1;25;L;71827;346288
269;8;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;2;42;L;71844;346293
269;9;Prunus;serrulata;.;Zierkirsche;8;5;63;L;71841;346300
269;11;Tilia;cordata;;Winterlinde;8;6;63;L;71862;346298
269;13;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;10;6;65;L;71878;346302
269;16;Prunus;serrulata;Amanogawa;S‰ulenkirsche - rosa halbgef¸llt;8;3;43;L;71911;346317
269;17;Betula;pendula;Fastigiata;S‰ulenbirke;8;3;56;L;71912;346309
269;18;Betula;pendula;Fastigiata;S‰ulenbirke;11;4;65;L;71939;346314
269;21;Liriodendron;tulpifera;.;Tulpenbaum;4;2;23;L;71935;346325
265;1;Platanus;;;Platane;7;6;65;L;71924;346419
265;3;Platanus;;;Platane;15;7;77;L;71924;346383
265;5;Platanus;;;Platane;10;8;88;L;71931;346360
265;11;Platanus;;;Platane;8;8;73;L;71955;346260
265;12;Platanus;;;Platane;10;8;74;L;71957;346246
265;18;Platanus;;;Platane;10;8;82;L;71972;346116
265;20;Acer;saccharinum;;Silberahorn;10;8;90;L;72002;346055
676;1;Sorbus;aucuparia;.;Eberesche;6;5;30;L;72061;355091
676;2;Sorbus;aucuparia;.;Eberesche;6;4;25;L;72111;355110
676;4;Sorbus;aucuparia;.;Eberesche;8;5;40;L;72172;355134
592;081a;Quercus;robur;`Fastigiata koser`;S‰ulenstieleiche;3;1;12;L;70882;354046
676;7;Crataegus;lavallei;;Hahnendorn;6;3;15;L;72248;355162
359;5;Corylus;colurna;;Baumhasel;4;1;30;L;72983;351152
592;032a;Quercus;robur;`Fastigiata koser`;S‰ulenstieleiche;3;1;10;L;71066;353900
593;;Liquidambar;styraciflua;;Amerikanischer-Amberbaum;4;2;22;L;71242;353806
938;43;Liriodendron;tulpifera;.;Tulpenbaum;5;2;22;L;75985;346662
339;55;Aesculus;hippocastanum;;Roﬂkastanie;9;6;120;L;72461;352033
339;56;Aesculus;hippocastanum;;Roﬂkastanie;9;6;90;L;72457;352039
339;59;Aesculus;hippocastanum;;Roﬂkastanie;9;6;90;L;72444;352054
711;29;Fagus;sylvtica;Asplenifolia;Geschlitztbl‰ttrige Buche;4;2;20;L;70408;350554
128;8;Acer;campestre;;Feldahorn;15;8;70;L;72622;352999
128;9;Acer;campestre;;Feldahorn;20;12;90;L;72621;353001
725;4;Ailanthus;altissima;;Gˆtterbaum;7;6;190;L;71758;351159
725;5;Ailanthus;altissima;;Gˆtterbaum;7;6;180;L;71756;351167
564;21;Fagus;sylvatica;.;Rotbuche;9;8;1;L;70377;354378
305;6;Malus;domestica;.;Apfelbaum;6;8;70;L;72598;346183
305;7;Pinus;nigra;.;Schwarz Kiefer;15;6;82;N;72596;346178
305;8;Quercus;robur;Fastigiater;S‰ulen Eiche;10;4;75;L;72593;346176
305;9;Pinus;sylvestris;;Gemeine Kiefer Fˆhre;10;7;78;N;72591;346172
305;10;Juglans;regia;.;Walnuﬂ;4;2;23;L;72593;346191
305;11;Malus;domestica;.;Apfelbaum;5;7;95;L;72582;346163
305;13;Juglans;regia;.;Walnuﬂ;20;10;144;L;72565;346154
305;14;Prunus;avium;;Vogelkirsche;9;10;190;L;72568;346158
448;3;Liquidambar;styraciflua;;Amerikanischer-Amberbaum;7;2;23;L;76902;346107
463;8;Fraxinus;excelsior;;Gemeine Esche;7;3;30;L;74803;345314
219;29;Aesculus;carnea;Briotti;Rotbl¸hende Kastanie;6;4;63;L;72592;346201
194;10;Tilia;cordata;;Winterlinde;14;6;130;L;71053;348607
194;12;Tilia;cordata;;Winterlinde;14;6;140;L;71032;348606
194;13;Tilia;cordata;;Winterlinde;14;6;150;L;71022;348605
457;10;Tilia;cordata;;Winterlinde;12;6;60;L;74688;345225
923;32;Acer;;;Ahorn;5;2;17;L;77753;346639
923;43;Acer;;;Ahorn;5;2;22;L;77827;346741
923;46;Acer;;;Ahorn;5;2;22;L;77781;346685
923;47;Acer;;;Ahorn;5;2;21;L;77787;346695
923;48;Acer;;;Ahorn;5;2;20;L;77795;346709
923;49;Acer;;;Ahorn;5;2;22;L;77804;346737
923;50;Acer;;;Ahorn;5;1;20;L;77790;346747
923;51;Acer;;;Ahorn;5;1;16;L;77754;346769
923;52;Acer;;;Ahorn;5;70;18;L;77745;346774
76;10;Acer;platanoides;;Spitzahorn;13;4;50;L;71190;352687
246;21;Acer;platanoides;;Spitzahorn;4;4;43;L;72196;346633
246;27;Acer;platanoides;;Spitzahorn;6;5;53;L;72185;346683
923;61;Fraxinus;excelsior;;Gemeine Esche;6;2;24;L;77733;346314
923;65;Fraxinus;excelsior;;Gemeine Esche;6;2;24;L;77770;346292
923;63;Fraxinus;excelsior;;Gemeine Esche;6;2;23;L;77780;346286
923;66;Fraxinus;excelsior;;Gemeine Esche;6;2;23;L;77790;346280
265;2;Quercus;robur;Fastigiater;S‰ulen Eiche;7;2;44;L;71912;346412
265;6;Platanus;;;Platane;10;8;78;L;71935;346348
265;8;Platanus;;;Platane;10;8;81;L;71949;346306
265;16;Platanus;;;Platane;8;7;62;L;71967;346145
265;17;Platanus;;;Platane;9;8;76;L;71970;346128
655;22;Tilia;euchlora;.;Krim-Linde;9;4;310;L;72141;355536
655;5;Tilia;euchlora;.;Krim-Linde;9;4;25;L;72157;355528
655;6;Tilia;euchlora;.;Krim-Linde;10;4;30;L;72176;355517
655;11;Tilia;euchlora;.;Krim-Linde;8;4;25;L;72286;355442
655;12;Tilia;euchlora;.;Krim-Linde;7;4;25;L;72310;355428
655;13;Tilia;euchlora;.;Krim-Linde;8;4;2;L;72348;355407
655;16;Quercus;robur;.;Stieleiche;15;12;115;L;72673;355327
655;17;Quercus;robur;.;Stieleiche;18;11;95;L;72672;355332
655;18;Acer;platanoides;;Spitzahorn;8;3;20;L;72431;355393
666;2;Quercus;rubra;.;Roteiche;14;9;95;L;71095;355526
783;52;Fagus;sylvatica;.;Rotbuche;25;7;135;L;69331;351325
666;7;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;19;16;155;L;70966;355326
783;53;Abies;concolor;;Coloradotanne;40;5;130;N;69333;351337
223;68;Salix;alba;;Siberweide;8;5;91;L;72587;346629
783;73;Fagus;sylvatica;.;Rotbuche;4;5;80;L;69380;351226
223;1;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;26;17;360;L;72654;346597
666;116;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;14;13;90;L;70912;355239
223;3;Abies;concolor;;Coloradotanne;3;1;35;N;72637;346605
223;5;Prunus;serrulata;.;Zierkirsche;5;3;72;L;72627;346615
223;6;Quercus;.;.;Eiche;7;2;42;L;72616;346607
223;7;Gleditsia;triacanthos;;Christusdorn;5;5;32;L;72612;346616
223;022b;Corylus;colurna;;Baumhasel;8;4;52;L;72605;346636
223;12;Tilia;cordata;;Winterlinde;16;5;75;L;72564;346613
394;1;Platanus;;;Platane;10;7;100;L;70805;346593
223;022a;Corylus;colurna;;Baumhasel;8;4;59;L;72614;346630
394;2;Platanus;;;Platane;10;8;100;L;70794;346592
223;30;Betula;pendula;;Sand-Birke Weiﬂ-Birke;13;5;70;L;72540;346603
223;31;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;16;6;62;L;72552;346602
223;030a;Quercus;robur;Fastigiater;S‰ulen Eiche;5;2;20;L;72546;346603
666;117;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;20;15;115;L;70906;355230
223;35;Sorbus;aucuparia;.;Eberesche;8;6;114;L;72592;346597
394;3;Platanus;;;Platane;10;8;100;L;70785;346591
559;112;Quercus;robur;.;Stieleiche;4;1;16;L;71352;353787
666;118;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;18;15;90;L;70901;355221
394;4;Platanus;;;Platane;10;8;100;L;70776;346590
666;86;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;19;13;115;L;70854;355095
666;87;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;21;17;150;L;70857;355106
666;91;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;17;180;L;70878;355141
666;95;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;17;130;L;70902;355184
783;59;Cupressocyparis;leylandii;.;Leylandzypresse;40;6;90;N;69351;351284
666;100;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;17;160;L;70929;355228
220;22;Fagus;sylvatica;.;Rotbuche;10;4;102;L;72652;346188
219;25;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;7;3;56;L;72611;346228
219;26;Quercus;robur;.;Stieleiche;10;6;70;L;72617;346213
219;27;Quercus;robur;.;Stieleiche;15;8;102;L;72622;346215
219;28;Quercus;robur;.;Stieleiche;14;7;92;L;72627;346219
194;2;Tilia;cordata;;Winterlinde;8;6;140;L;71135;348609
194;3;Tilia;cordata;Greenspire;Straﬂenlinde;12;8;160;L;71126;348608
194;4;Tilia;cordata;;Winterlinde;14;8;150;L;71116;348608
194;5;Tilia;cordata;;Winterlinde;14;6;150;L;71106;348608
194;8;Tilia;cordata;;Winterlinde;14;6;130;L;71074;348607
194;14;Tilia;cordata;;Winterlinde;14;6;130;L;71012;348605
246;36;Acer;platanoides;;Spitzahorn;7;2;60;L;72147;346676
194;21;Tilia;cordata;;Winterlinde;12;6;150;L;71028;348589
923;31;Acer;;;Ahorn;5;2;23;L;77760;346628
923;18;Acer;;;Ahorn;4;2;25;L;77837;346407
246;1;Acer;platanoides;;Spitzahorn;6;6;65;L;72201;346618
863;9;Quercus;rubra;.;Roteiche;15;8;110;L;71072;352697
246;11;Corylus;colurna;;Baumhasel;5;3;48;L;72169;346604
246;14;Corylus;colurna;;Baumhasel;5;4;43;L;72149;346600
246;15;Corylus;colurna;;Baumhasel;5;3;43;L;72126;346595
246;16;Corylus;colurna;;Baumhasel;5;4;89;L;72117;346598
246;23;Acer;platanoides;;Spitzahorn;6;5;58;L;72192;346650
246;24;Acer;platanoides;;Spitzahorn;6;6;62;L;72190;346658
269;10;Prunus;serrulata;Amanogawa;S‰ulenkirsche - rosa halbgef¸llt;9;5;53;L;71859;346305
269;12;Prunus;serrulata;Amanogawa;S‰ulenkirsche - rosa halbgef¸llt;5;3;43;L;71876;346310
265;4;Platanus;;;Platane;8;8;81;L;71927;346372
655;1;Tilia;euchlora;.;Krim-Linde;7;3;25;L;72072;355557
655;2;Tilia;euchlora;.;Krim-Linde;5;2;20;L;72088;355553
655;14;Tilia;euchlora;.;Krim-Linde;9;4;25;L;72354;355404
655;20;Quercus;rubra;.;Roteiche;20;13;200;L;72255;355492
666;1;Quercus;rubra;.;Roteiche;14;8;95;L;71100;355534
938;3;Liriodendron;tulpifera;.;Tulpenbaum;5;1;24;L;76108;346777
826;16;Chamaecyparis;;;Scheinzypresse;16;1;13;N;77782;345931
223;43;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;15;5;70;L;72448;346609
666;103;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;17;165;L;70943;355255
223;18;Quercus;robur;Fastigiater;S‰ulen Eiche;7;2;52;L;72522;346616
223;25;Acer;campestre;;Feldahorn;6;4;52;L;72564;346637
223;26;Carpinus;betulus;;Hainbuche;6;5;57;L;72550;346634
223;27;Tilia;cordata;;Winterlinde;6;5;45;L;72532;346629
666;124;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;19;16;145;L;70872;355171
394;16;Platanus;;;Platane;18;10;140;L;70609;346540
223;34;Betula;pendula;;Sand-Birke Weiﬂ-Birke;20;10;120;L;72583;346599
437;2;Aesculus;hippocastanum;;Roﬂkastanie;25;25;2;L;75430;346288
223;39;Betula;pendula;;Sand-Birke Weiﬂ-Birke;19;5;100;L;72612;346599
666;92;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;17;165;L;70883;355150
783;55;Pinus;puece;.;Mazedonische Kiefer;15;4;70;N;69345;351252
666;93;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;23;16;145;L;70887;355159
437;3;Aesculus;hippocastanum;;Roﬂkastanie;25;23;2;L;75436;346283
437;5;Betula;pendula;;Sand-Birke Weiﬂ-Birke;35;11;140;L;75435;346276
666;78;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;22;16;130;L;70781;354975
666;77;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;22;17;145;L;70776;354968
666;76;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;22;17;165;L;70771;354961
666;75;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;21;16;140;L;70766;354954
666;74;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;21;15;120;L;70761;354948
666;72;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;21;15;120;L;70750;354932
666;67;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;22;16;160;L;70717;354887
666;66;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;22;16;160;L;70709;354878
666;63;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;20;12;155;L;70694;354860
666;56;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;19;15;115;L;70653;354807
666;55;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;21;15;135;L;70647;354799
666;54;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;21;15;135;L;70650;354838
666;53;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;20;14;111;L;70653;354843
666;52;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;19;16;100;L;70659;354850
666;40;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;19;15;145;L;70730;354939
147;2;Betula;pendula;;Sand-Birke Weiﬂ-Birke;8;4;80;L;70388;349514
783;6;Acer;tataricum;ssp. ginnala;Feuerahorn;9;13;40;L;69536;351107
726;8;.;.;.;.;8;1;38;N;71943;351063
783;8;Quercus;frainetto;.;Ungarische Eiche;1;15;190;L;69531;351113
783;9;Acer;campestre;;Feldahorn;40;8;80;L;69522;351120
783;10;Acer;zoeschense;Anna;Ahorn;40;4;90;L;69526;351120
783;11;Acer;zoeschense;Anna;Ahorn;40;4;80;L;69523;351124
783;12;Acer;zoeschense;Anna;Ahorn;40;4;80;L;69518;351127
783;13;Quercus;robur;.;Stieleiche;40;4;80;L;69513;351131
783;14;Corylus;colurna;;Baumhasel;12;25;80;L;69513;351127
301;2;Magnolia;kobus;;Baummagnolie - weiﬂ;8;8;150;L;73798;344710
301;4;Picea;pungens;.;Stechfichte;15;4;97;N;73822;344732
301;6;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;6;90;L;73818;344718
301;7;Betula;pendula;;Sand-Birke Weiﬂ-Birke;15;8;107;L;73817;344715
301;8;Betula;pendula;;Sand-Birke Weiﬂ-Birke;20;7;83;L;73814;344712
301;10;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;8;106;L;73818;344711
301;9;Betula;pendula;;Sand-Birke Weiﬂ-Birke;18;8;115;L;73815;344709
301;20;Larix;decidua;;Europ‰ische-L‰rche;18;7;130;N;73831;344701
301;21;Larix;decidua;;Europ‰ische-L‰rche;20;8;180;N;73812;344698
301;22;Larix;decidua;;Europ‰ische-L‰rche;18;8;125;N;73807;344696
301;23;Larix;decidua;;Europ‰ische-L‰rche;18;8;134;N;73799;344691
301;24;Larix;decidua;;Europ‰ische-L‰rche;18;8;175;N;73793;344687
301;25;Larix;decidua;;Europ‰ische-L‰rche;20;8;147;N;73803;344679
783;21;Sophora;japonica;;Japanischer-Schnurbaum;25;4;100;L;69475;351172
783;22;Pyrus;communis;.;Birne;20;8;100;L;69457;351179
431;7;Robinia;pseudoacacia;;Robinie;10;5;72;L;74427;344949
431;8;Sorbus;aria;;Mehlbeere;5;2;44;L;74418;344936
643;12;Picea;omorika;;Serbische Fichte;12;3;63;N;72856;355379
219;86;Fraxinus;excelsior;;Gemeine Esche;17;7;76;L;72540;346231
295;20;.;.;.;.;8;7;70;L;72957;346798
194;23;Tilia;cordata;;Winterlinde;14;7;120;L;71062;348590
923;30;Acer;;;Ahorn;5;2;22;L;77743;346599
923;41;Acer;;;Ahorn;5;2;23;L;77816;346722
923;6;Acer;;;Ahorn;8;2;28;L;77732;346469
923;7;Acer;;;Ahorn;8;2;33;L;77741;346464
923;8;Acer;;;Ahorn;8;2;31;L;77750;346458
923;9;Acer;;;Ahorn;8;2;28;L;77758;346454
923;10;Acer;;;Ahorn;8;2;30;L;77767;346448
923;11;Acer;;;Ahorn;8;2;30;L;77776;346443
923;14;Acer;;;Ahorn;8;2;24;L;77804;346427
65;173;Quercus;robur;.;Stieleiche;7;1;18;L;71320;352909
65;174;Quercus;robur;.;Stieleiche;5;2;15;L;71327;352914
246;25;Acer;platanoides;;Spitzahorn;7;5;53;L;72191;346665
269;14;Prunus;serrulata;Amanogawa;S‰ulenkirsche - rosa halbgef¸llt;7;2;38;L;71893;346313
269;15;Betula;pendula;Fastigiata;S‰ulenbirke;10;7;63;L;71895;346306
265;13;Platanus;;;Platane;10;9;84;L;71960;346225
265;14;Platanus;;;Platane;9;8;71;L;71961;346212
655;7;Tilia;euchlora;.;Krim-Linde;6;2;20;L;72195;355504
655;8;Tilia;euchlora;.;Krim-Linde;10;4;30;L;72214;355491
655;10;Tilia;euchlora;.;Krim-Linde;4;4;25;L;72266;355455
655;15;Tilia;euchlora;.;Krim-Linde;8;3;25;L;72360;355401
655;21;Castanea;sativa;;Edelkastanie;10;8;95;L;72138;355568
783;47;Fagus;sylvatica;.;Rotbuche;45;8;200;L;69335;351308
666;3;Tilia;;;Linde;12;8;80;L;71087;355515
783;48;Fagus;sylvatica;.;Rotbuche;25;8;90;L;69327;351316
783;49;Fagus;sylvatica;.;Rotbuche;25;7;140;L;69337;351316
666;114;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;24;16;145;L;70923;355257
783;81;Pinus;ponderosa;;Gelb Kiefer;7;3;180;N;69393;351206
223;17;Salix;alba;;Siberweide;15;6;150;L;72547;346613
223;8;Salix;alba;;Siberweide;20;7;110;L;72605;346616
223;23;Corylus;colurna;;Baumhasel;6;4;52;L;72595;346639
223;24;Tilia;cordata;;Winterlinde;5;3;45;L;72578;346639
666;81;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;16;10;80;L;70796;355000
945;5;Acer;pseudoplatanus;;Bergahorn;9;7;90;L;76071;346783
945;9;Pinus;;;Kiefer;5;3;42;N;76113;346817
945;11;Pinus;nigra;nigra;Schwarzkiefer;4;2;43;N;76111;346813
945;12;Liriodendron;tulpifera;.;Tulpenbaum;5;2;20;L;76111;346823
945;13;Quercus;robur;Fastigiater;S‰ulen Eiche;3;50;20;L;76100;346834
666;39;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;16;14;100;L;70736;354946
783;5;Acer;cappadocicum;Rubrum;"Kolchischer Spitzahorn ""Rubrum""";20;10;100;L;69539;351102
726;9;Aesculus;hippocastanum;;Roﬂkastanie;11;4;75;L;71950;351057
301;34;Pinus;nigra;nigra;Schwarzkiefer;20;6;110;N;73820;344668
643;10;Sorbus;aria;;Mehlbeere;12;7;85;L;72853;355389
428;8;Prunus;serrula;;Tibetkirsche - weiﬂ;8;7;180;L;76855;346481
428;9;Picea;abies;;Gemeine Fichte;12;3;60;N;76853;346477
428;10;Platanus;hispanica (acerifolia);.;Ahornbl‰ttrige-Platane;9;4;52;L;76857;346504
428;13;Pinus;nigra;nigra;Schwarzkiefer;6;3;47;N;76873;346507
890;1;Acer;;;Ahorn;7;2;28;L;74758;345663
1100;14;Magnolia;soulangiana;;Tulpen Magnolie;6;7;50;L;70097;351322
890;2;Acer;;;Ahorn;7;2;30;L;74757;345654
890;3;Acer;;;Ahorn;7;1;27;L;74751;345648
890;4;Acer;;;Ahorn;7;2;28;L;74744;345641
890;5;Acer;;;Ahorn;7;2;29;L;74738;345637
890;6;Acer;;;Ahorn;7;2;28;L;74730;345631
890;7;Acer;;;Ahorn;7;2;26;L;74722;345624
890;8;Acer;;;Ahorn;7;2;28;L;74715;345618
890;9;Acer;;;Ahorn;7;2;28;L;74707;345611
890;10;Acer;;;Ahorn;7;2;30;L;74701;345603
1100;17;Acer;palmatum;;Japanischer F‰cherahorn;3;5;40;L;70088;351365
890;11;Acer;;;Ahorn;7;2;32;L;74695;345596
890;12;Acer;;;Ahorn;7;2;32;L;74690;345588
890;13;Acer;;;Ahorn;7;2;28;L;74685;345581
890;14;Acer;;;Ahorn;8;2;30;L;74681;345575
890;15;Tilia;cordata;;Winterlinde;7;3;41;L;74697;345614
890;16;Acer;;;Ahorn;8;2;32;L;74715;345633
890;27;Prunus;;;Kirsche;20;6;100;L;74696;345625
1100;24;Cedrus;atlantica;Glauca;Blaunadelige Atlas Zeder;15;4;75;N;70129;351361
1100;27;Cedrus;atlantica;Glauca;Blaunadelige Atlas Zeder;8;3;40;N;70128;351368
1100;28;Cedrus;brevifolia;.;Zypernzeder;15;6;90;N;70132;351365
1100;30;Quercus;pubencens;.;Flaumeiche;8;7;80;L;70148;351379
1100;33;Prunus;mahaleb;.;Steinweichsel;5;2;40;L;70150;351388
1100;34;Castanea;sativa;;Edelkastanie;20;15;350;L;70142;351403
451;10;Tilia;cordata;;Winterlinde;7;3;36;L;77096;345924
451;11;Tilia;cordata;;Winterlinde;6;2;24;L;77092;345915
