Fläche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Höhe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;Kategorie;Reifvon;Reifbis
754;111;Cornus;mas;.;Kornelkirsche;5;3;100;L;71201;351189;Kirsche;01/08;30/09
431;18;Sorbus;intermedia;;Schwedische Mehlbeere;7;3;47;L;74464;344944;Sonstiges;01/09;31/10
303;21;Sorbus;intermedia;;Schwedische Mehlbeere;7;3;75;L;72165;346186;Sonstiges;01/09;31/10
303;26;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;57;L;72187;346194;Sonstiges;01/09;31/10
303;31;Sorbus;intermedia;;Schwedische Mehlbeere;6;4;70;L;72211;346187;Sonstiges;01/09;31/10
270;13;Sorbus;intermedia;;Schwedische Mehlbeere;15;35;56;L;72719;346336;Sonstiges;01/09;31/10
270;14;Sorbus;intermedia;;Schwedische Mehlbeere;10;5;78;L;72719;346330;Sonstiges;01/09;31/10
270;19;Sorbus;intermedia;;Schwedische Mehlbeere;10;5;81;L;72716;346311;Sonstiges;01/09;31/10
292;90;Sorbus;intermedia;;Schwedische Mehlbeere;15;7;140;L;72224;346293;Sonstiges;01/09;31/10
303;14;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;45;L;72176;346209;Sonstiges;01/09;31/10
303;24;Sorbus;intermedia;;Schwedische Mehlbeere;6;3;75;L;72183;346196;Sonstiges;01/09;31/10
270;10;Sorbus;intermedia;;Schwedische Mehlbeere;7;4;66;L;72722;346356;Sonstiges;01/09;31/10
274;67;Sorbus;intermedia;;Schwedische Mehlbeere;5;3;57;L;72080;346569;Sonstiges;01/09;31/10
144;3;Sorbus;intermedia;;Schwedische Mehlbeere;3;3;50;L;72282;348585;Sonstiges;01/09;31/10
79;6;Sorbus;intermedia;;Schwedische Mehlbeere;10;7;180;L;71257;352484;Sonstiges;01/09;31/10
79;7;Sorbus;intermedia;;Schwedische Mehlbeere;10;7;180;L;71243;352482;Sonstiges;01/09;31/10
300;37;Sorbus;intermedia;;Schwedische Mehlbeere;17;11;140;L;74073;345363;Sonstiges;01/09;31/10
79;9;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;10;L;71233;352482;Sonstiges;01/09;31/10
79;10;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;10;L;71220;352482;Sonstiges;01/09;31/10
79;11;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;10;L;71207;352481;Sonstiges;01/09;31/10
79;12;Sorbus;intermedia;;Schwedische Mehlbeere;5;2;10;L;71194;352481;Sonstiges;01/09;31/10
300;40;Sorbus;intermedia;;Schwedische Mehlbeere;6;8;100;L;74066;345373;Sonstiges;01/09;31/10
294;9;Sorbus;intermedia;;Schwedische Mehlbeere;13;7;110;L;71863;346628;Sonstiges;01/09;31/10
294;10;Sorbus;intermedia;;Schwedische Mehlbeere;13;7;105;L;71867;346633;Sonstiges;01/09;31/10
294;11;Sorbus;intermedia;;Schwedische Mehlbeere;13;7;150;L;71862;346632;Sonstiges;01/09;31/10
294;12;Sorbus;intermedia;;Schwedische Mehlbeere;12;8;130;L;71861;346637;Sonstiges;01/09;31/10
294;112a;Sorbus;intermedia;;Schwedische Mehlbeere;5;4;97;L;71878;346580;Sonstiges;01/09;31/10
294;112b;Sorbus;intermedia;;Schwedische Mehlbeere;6;4;95;L;71877;346585;Sonstiges;01/09;31/10
294;90;Sorbus;intermedia;;Schwedische Mehlbeere;18;5;94;L;71966;346555;Sonstiges;01/09;31/10
294;91;Sorbus;intermedia;;Schwedische Mehlbeere;20;7;138;L;71960;346555;Sonstiges;01/09;31/10
294;92;Sorbus;intermedia;;Schwedische Mehlbeere;17;7;140;L;71962;346551;Sonstiges;01/09;31/10
571;1;Sorbus;intermedia;;Schwedische Mehlbeere;4;2;30;L;70690;353119;Sonstiges;01/09;31/10
199;67;Sorbus;intermedia;;Schwedische Mehlbeere;5;3;60;L;72529;349471;Sonstiges;01/09;31/10
683;4;Sorbus;intermedia;;Schwedische Mehlbeere;4;5;55;L;72042;355494;Sonstiges;01/09;31/10
295;58;Sorbus;intermedia;;Schwedische Mehlbeere;7;6;85;L;72986;346746;Sonstiges;01/09;31/10
199;72;Sorbus;intermedia;;Schwedische Mehlbeere;3;2;70;L;72499;349555;Sonstiges;01/09;31/10
199;104;Sorbus;intermedia;;Schwedische Mehlbeere;5;3;100;L;72393;349722;Sonstiges;01/09;31/10
199;105;Sorbus;intermedia;;Schwedische Mehlbeere;4;3;90;L;72388;349728;Sonstiges;01/09;31/10
199;106;Sorbus;intermedia;;Schwedische Mehlbeere;3;2;50;L;72383;349732;Sonstiges;01/09;31/10
199;107;Sorbus;intermedia;;Schwedische Mehlbeere;7;3;140;L;72377;349738;Sonstiges;01/09;31/10
199;113;Sorbus;intermedia;;Schwedische Mehlbeere;4;3;60;L;72345;349765;Sonstiges;01/09;31/10
199;114;Sorbus;intermedia;;Schwedische Mehlbeere;3;2;50;L;72341;349768;Sonstiges;01/09;31/10
199;117;Sorbus;intermedia;;Schwedische Mehlbeere;5;3;80;L;72328;349781;Sonstiges;01/09;31/10
199;118;Sorbus;intermedia;;Schwedische Mehlbeere;3;3;70;L;72322;349785;Sonstiges;01/09;31/10
199;119;Sorbus;intermedia;;Schwedische Mehlbeere;4;2;70;L;72311;349794;Sonstiges;01/09;31/10
99;40;Sorbus;intermedia;;Schwedische Mehlbeere;4;1;13;L;71441;354043;Sonstiges;01/09;31/10
99;043a;Sorbus;intermedia;;Schwedische Mehlbeere;5;1;16;L;71459;354052;Sonstiges;01/09;31/10
634;94;Prunus;cerasifera;Nigra;Blut-Pflaume;5;3;37;L;72787;355457;Zwetschke;01/08;30/09
634;95;Prunus;cerasifera;Nigra;Blut-Pflaume;5;1;17;L;72785;355451;Zwetschke;01/08;30/09
144;6;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;40;L;72260;348606;Zwetschke;01/08;30/09
144;8;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;50;L;72262;348610;Zwetschke;01/08;30/09
203;35;Prunus;cerasifera;Nigra;Blut-Pflaume;5;4;30;L;70988;348695;Zwetschke;01/08;30/09
204;3;Prunus;cerasifera;Nigra;Blut-Pflaume;5;2;30;L;71793;348891;Zwetschke;01/08;30/09
370;4;Prunus;cerasifera;Nigra;Blut-Pflaume;3;1;21;L;71473;351926;Zwetschke;01/08;30/09
333;24;Prunus;cerasifera;Nigra;Blut-Pflaume;5;2;30;L;73031;351432;Zwetschke;01/08;30/09
389;19;Prunus;cerasifera;Nigra;Blut-Pflaume;5;4;40;L;70575;345752;Zwetschke;01/08;30/09
389;18;Prunus;cerasifera;Nigra;Blut-Pflaume;5;4;60;L;70573;345757;Zwetschke;01/08;30/09
765;1;Prunus;cerasifera;Nigra;Blut-Pflaume;3;2;20;L;70398;350666;Zwetschke;01/08;30/09
765;2;Prunus;cerasifera;Nigra;Blut-Pflaume;3;2;20;L;70403;350666;Zwetschke;01/08;30/09
765;3;Prunus;cerasifera;Nigra;Blut-Pflaume;3;2;20;L;70409;350666;Zwetschke;01/08;30/09
765;4;Prunus;cerasifera;Nigra;Blut-Pflaume;4;2;20;L;70415;350667;Zwetschke;01/08;30/09
765;5;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;35;L;70398;350666;Zwetschke;01/08;30/09
765;6;Prunus;cerasifera;Nigra;Blut-Pflaume;5;4;35;L;70403;350666;Zwetschke;01/08;30/09
765;7;Prunus;cerasifera;Nigra;Blut-Pflaume;5;4;30;L;70409;350667;Zwetschke;01/08;30/09
765;9;Prunus;cerasifera;Nigra;Blut-Pflaume;5;4;30;L;70421;350668;Zwetschke;01/08;30/09
893;40;Prunus;cerasifera;Nigra;Blut-Pflaume;5;3;30;L;71859;355384;Zwetschke;01/08;30/09
161;11;Prunus;cerasifera;Nigra;Blut-Pflaume;6;4;50;L;71740;348599;Zwetschke;01/08;30/09
161;24;Prunus;cerasifera;Nigra;Blut-Pflaume;8;5;120;L;71591;348504;Zwetschke;01/08;30/09
161;26;Prunus;cerasifera;Nigra;Blut-Pflaume;6;5;100;L;71569;348487;Zwetschke;01/08;30/09
644;2;Prunus;cerasifera;Nigra;Blut-Pflaume;6;4;45;L;72837;355535;Zwetschke;01/08;30/09
644;3;Prunus;cerasifera;Nigra;Blut-Pflaume;6;4;41;L;72836;355550;Zwetschke;01/08;30/09
644;4;Prunus;cerasifera;Nigra;Blut-Pflaume;6;5;44;L;72836;355565;Zwetschke;01/08;30/09
644;5;Prunus;cerasifera;Nigra;Blut-Pflaume;6;4;46;L;72835;355579;Zwetschke;01/08;30/09
643;4;Prunus;cerasifera;Nigra;Blut-Pflaume;12;8;80;L;72868;355408;Zwetschke;01/08;30/09
141;94;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;50;L;72087;349943;Zwetschke;01/08;30/09
141;95;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;40;L;72090;349949;Zwetschke;01/08;30/09
201;56;Prunus;cerasifera;Nigra;Blut-Pflaume;3;2;20;L;70543;348114;Zwetschke;01/08;30/09
201;57;Prunus;cerasifera;Nigra;Blut-Pflaume;4;2;20;L;70537;348108;Zwetschke;01/08;30/09
129;69;Prunus;cerasifera;Nigra;Blut-Pflaume;7;4;42;L;72223;349137;Zwetschke;01/08;30/09
129;70;Prunus;cerasifera;Nigra;Blut-Pflaume;7;4;42;L;72229;349143;Zwetschke;01/08;30/09
129;72;Prunus;cerasifera;Nigra;Blut-Pflaume;5;4;40;L;72244;349151;Zwetschke;01/08;30/09
530;013a;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;28;L;70366;353024;Zwetschke;01/08;30/09
347;5;Prunus;cerasifera;Nigra;Blut-Pflaume;5;3;53;L;72365;351448;Zwetschke;01/08;30/09
12;016a;Prunus;cerasifera;Nigra;Blut-Pflaume;5;2;25;L;72687;355723;Zwetschke;01/08;30/09
530;010a;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;25;L;70377;353004;Zwetschke;01/08;30/09
530;012a;Prunus;cerasifera;Nigra;Blut-Pflaume;4;2;24;L;70370;353017;Zwetschke;01/08;30/09
365;45;Prunus;cerasifera;Nigra;Blut-Pflaume;5;6;53;L;72762;351198;Zwetschke;01/08;30/09
335;5;Prunus;cerasifera;Nigra;Blut-Pflaume;5;6;47;L;72366;351961;Zwetschke;01/08;30/09
530;009a;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;25;L;70381;352997;Zwetschke;01/08;30/09
530;011a;Prunus;cerasifera;Nigra;Blut-Pflaume;4;3;26;L;70374;353011;Zwetschke;01/08;30/09
311;1;Prunus;cerasifera;Nigra;Blut-Pflaume;5;4;39;L;72384;351910;Zwetschke;01/08;30/09
335;6;Prunus;cerasifera;Nigra;Blut-Pflaume;6;7;48;L;72375;351946;Zwetschke;01/08;30/09
1;296;Malus;sargentii;;Kleinfrüchiger Zier Apfel;3;1;19;L;72087;352062;Apfel;30/08;15/10
1;297;Malus;sargentii;;Kleinfrüchiger Zier Apfel;3;1;26;L;72087;352050;Apfel;30/08;15/10
141;41;Malus;sargentii;;Kleinfrüchiger Zier Apfel;3;2;30;L;72106;349845;Apfel;30/08;15/10
141;46;Malus;sargentii;;Kleinfrüchiger Zier Apfel;3;2;30;L;72073;349859;Apfel;30/08;15/10
141;47;Malus;sargentii;;Kleinfrüchiger Zier Apfel;4;3;30;L;72071;349869;Apfel;30/08;15/10
141;38;Malus;sargentii;;Kleinfrüchiger Zier Apfel;3;2;20;L;72112;349852;Apfel;30/08;15/10
141;39;Malus;sargentii;;Kleinfrüchiger Zier Apfel;4;2;30;L;72112;349847;Apfel;30/08;15/10
141;40;Malus;sargentii;;Kleinfrüchiger Zier Apfel;4;3;30;L;72108;349848;Apfel;30/08;15/10
203;50;Malus;sargentii;;Kleinfrüchiger Zier Apfel;5;6;150;L;71027;348748;Apfel;30/08;15/10
205;11;Malus;sargentii;;Kleinfrüchiger Zier Apfel;5;8;330;L;70898;348282;Apfel;30/08;15/10
65;108;Malus;sargentii;;Kleinfrüchiger Zier Apfel;4;10;90;L;71094;352813;Apfel;30/08;15/10
141;48;Malus;sargentii;;Kleinfrüchiger Zier Apfel;4;3;30;L;72076;349868;Apfel;30/08;15/10
773;13;Malus;sargentii;;Kleinfrüchiger Zier Apfel;8;6;25;L;70390;350082;Apfel;30/08;15/10
303;30;Malus;Hybr.;Striped Beauty;Zierapfel;6;6;85;L;72205;346188;Apfel;01/10;31/10
141;105;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;3;3;30;L;72057;349918;Apfel;01/10;15/11
141;106;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;3;3;30;L;72064;349919;Apfel;01/10;15/11
141;107;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;3;3;30;L;72060;349921;Apfel;01/10;15/11
799;13;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;6;7;70;L;71578;354436;Apfel;01/10;15/11
146;3;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;5;4;60;L;72191;348523;Apfel;01/10;15/11
1060;374;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;5;2;20;L;71445;348463;Apfel;01/10;15/11
1060;375;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;6;2;30;L;71450;348464;Apfel;01/10;15/11
1060;380;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;5;2;20;L;71445;348453;Apfel;01/10;15/11
1060;379;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;5;2;25;L;71449;348453;Apfel;01/10;15/11
319;8;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;5;4;36;L;71561;352432;Apfel;01/10;15/11
319;11;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;5;5;23;L;71558;352453;Apfel;01/10;15/11
319;12;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;5;7;35;L;71562;352454;Apfel;01/10;15/11
319;7;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;6;6;61;L;71561;352426;Apfel;01/10;15/11
319;10;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;5;5;21;L;71560;352447;Apfel;01/10;15/11
319;89;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;3;4;42;L;71576;352344;Apfel;01/10;15/11
319;90;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;3;4;45;L;71571;352341;Apfel;01/10;15/11
1025;027a;Malus;Hybr.;Striped Beauty;Zierapfel;4;2;23;L;70313;352640;Apfel;01/10;15/11
473;002a;Malus;Hybr.;Liset (M.moerlandsii);Zierapfel;4;2;20;L;70408;352134;Apfel;01/10;31/10
1;287;Malus;Hybr.;Eleyi (M. purpurea);Zierapfel - dunkelpurpur;3;1;18;L;71989;352074;Apfel;30/08;15/09
1;289;Malus;Hybr.;Eleyi (M. purpurea);Zierapfel - dunkelpurpur;3;1;22;L;71991;352065;Apfel;30/08;15/09
803;7;Crataegus;;;Weißdorn;6;4;90;L;70368;350756;Sonstiges;01/09;30/09
791;6;Crataegus;;;Weißdorn;4;1;16;L;71297;351734;Sonstiges;01/09;30/09
719;7;Crataegus;;;Weißdorn;4;1;17;L;71316;351742;Sonstiges;01/09;30/09
390;74;Crataegus;;;Weißdorn;8;6;60;L;70905;347579;Sonstiges;01/09;30/09
44;12;Crataegus;;;Weißdorn;9;6;80;L;70144;350483;Sonstiges;01/09;30/09
523;25;Crataegus;;;Weißdorn;4;2;20;L;70690;353557;Sonstiges;01/09;30/09
523;28;Crataegus;;;Weißdorn;5;2;20;L;70715;353539;Sonstiges;01/09;30/09
523;29;Crataegus;;;Weißdorn;3;2;25;L;70707;353533;Sonstiges;01/09;30/09
59;28;Crataegus;;;Weißdorn;9;8;96;L;71353;352414;Sonstiges;01/09;30/09
75;31;Crataegus;;;Weißdorn;10;8;48;L;71474;352823;Sonstiges;01/09;30/09
65;73;Crataegus;;;Weißdorn;10;10;128;L;71119;352770;Sonstiges;01/09;30/09
65;90;Crataegus;;;Weißdorn;10;7;100;L;71086;352764;Sonstiges;01/09;30/09
485;22;Crataegus;;;Weißdorn;7;8;1;L;70350;352300;Sonstiges;01/09;30/09
485;24;Crataegus;;;Weißdorn;5;6;1;L;70355;352293;Sonstiges;01/09;30/09
485;27;Crataegus;;;Weißdorn;5;6;1;L;70357;352282;Sonstiges;01/09;30/09
65;544;Crataegus;;;Weißdorn;12;9;1;L;71554;353493;Sonstiges;01/09;30/09
65;543;Crataegus;;;Weißdorn;5;5;1;L;71549;353493;Sonstiges;01/09;30/09
65;531;Crataegus;;;Weißdorn;12;10;1;L;71572;353418;Sonstiges;01/09;30/09
489;62;Crataegus;;;Weißdorn;8;9;1;L;69454;351938;Sonstiges;01/09;30/09
543;21;Crataegus;;;Weißdorn;6;2;25;L;70058;352654;Sonstiges;01/09;30/09
676;8;Crataegus;;;Weißdorn;6;3;15;L;72278;355176;Sonstiges;01/09;30/09
294;37;Crataegus;;;Weißdorn;5;6;70;L;71904;346687;Sonstiges;01/09;30/09
294;38;Crataegus;;;Weißdorn;4;4;47;L;71899;346685;Sonstiges;01/09;30/09
294;40;Crataegus;;;Weißdorn;5;5;70;L;71887;346682;Sonstiges;01/09;30/09
637;4;Crataegus;;;Weißdorn;7;8;1;L;71217;355424;Sonstiges;01/09;30/09
637;5;Crataegus;;;Weißdorn;7;8;1;L;71214;355425;Sonstiges;01/09;30/09
717;119;Crataegus;;;Weißdorn;7;4;100;L;70738;350588;Sonstiges;01/09;30/09
717;116;Crataegus;;;Weißdorn;10;5;60;L;70733;350605;Sonstiges;01/09;30/09
717;94;Crataegus;;;Weißdorn;8;4;120;L;70664;350617;Sonstiges;01/09;30/09
717;97;Crataegus;;;Weißdorn;6;3;80;L;70660;350603;Sonstiges;01/09;30/09
717;98;Crataegus;;;Weißdorn;8;4;80;L;70661;350598;Sonstiges;01/09;30/09
717;99;Crataegus;;;Weißdorn;8;4;100;L;70662;350593;Sonstiges;01/09;30/09
717;111;Crataegus;;;Weißdorn;10;5;100;L;70702;350617;Sonstiges;01/09;30/09
572;29;Crataegus;;;Weißdorn;6;4;40;L;71141;353711;Sonstiges;01/09;30/09
572;30;Crataegus;;;Weißdorn;4;4;1;L;71145;353708;Sonstiges;01/09;30/09
654;100;Crataegus;;;Weißdorn;7;6;104;L;72899;355350;Sonstiges;01/09;30/09
572;31;Crataegus;;;Weißdorn;40;40;1;L;71142;353705;Sonstiges;01/09;30/09
654;85;Crataegus;;;Weißdorn;3;5;56;L;72781;355324;Sonstiges;01/09;30/09
654;89;Crataegus;;;Weißdorn;4;5;45;L;72810;355333;Sonstiges;01/09;30/09
654;93;Crataegus;;;Weißdorn;5;4;59;L;72845;355342;Sonstiges;01/09;30/09
654;91;Crataegus;;;Weißdorn;4;4;74;L;72835;355338;Sonstiges;01/09;30/09
127;83;Crataegus;;;Weißdorn;10;6;76;L;72347;349012;Sonstiges;01/09;30/09
369;8;Crataegus;;;Weißdorn;12;6;75;L;72922;350848;Sonstiges;01/09;30/09
654;82;Crataegus;;;Weißdorn;5;5;63;L;72744;355317;Sonstiges;01/09;30/09
654;86;Crataegus;;;Weißdorn;5;5;75;L;72787;355326;Sonstiges;01/09;30/09
654;83;Crataegus;;;Weißdorn;4;3;50;L;72753;355319;Sonstiges;01/09;30/09
654;84;Crataegus;;;Weißdorn;4;5;75;L;72770;355324;Sonstiges;01/09;30/09
654;101;Crataegus;;;Weißdorn;7;6;58;L;72910;355352;Sonstiges;01/09;30/09
654;102;Crataegus;;;Weißdorn;4;5;66;L;72917;355353;Sonstiges;01/09;30/09
719;3;Crataegus;;;Weißdorn;4;1;17;L;71198;351695;Sonstiges;01/09;30/09
719;4;Crataegus;;;Weißdorn;4;1;17;L;71243;351712;Sonstiges;01/09;30/09
719;5;Crataegus;;;Weißdorn;4;1;16;L;71253;351716;Sonstiges;01/09;30/09
719;1;Crataegus;;;Weißdorn;4;1;15;L;71144;351672;Sonstiges;01/09;30/09
719;2;Crataegus;;;Weißdorn;4;1;17;L;71171;351684;Sonstiges;01/09;30/09
421;036a;Crataegus;;;Weißdorn;10;4;52;L;71421;346318;Sonstiges;01/09;30/09
421;057c;Crataegus;;;Weißdorn;12;7;89;L;71533;346316;Sonstiges;01/09;30/09
421;;Crataegus;;;Weißdorn;20;5;80;L;71465;346318;Sonstiges;01/09;30/09
421;064a;Crataegus;;;Weißdorn;20;5;80;L;71468;346318;Sonstiges;01/09;30/09
365;31;Crataegus;;;Weißdorn;4;5;60;L;72829;351236;Sonstiges;01/09;30/09
365;51;Crataegus;;;Weißdorn;3;2;51;L;72637;351150;Sonstiges;01/09;30/09
348;1;Crataegus;;;Weißdorn;10;3;57;L;72058;351777;Sonstiges;01/09;30/09
348;2;Crataegus;;;Weißdorn;10;3;49;L;72062;351771;Sonstiges;01/09;30/09
348;3;Crataegus;;;Weißdorn;10;2;51;L;72067;351765;Sonstiges;01/09;30/09
348;4;Crataegus;;;Weißdorn;10;3;48;L;72071;351760;Sonstiges;01/09;30/09
348;5;Crataegus;;;Weißdorn;10;2;46;L;72075;351755;Sonstiges;01/09;30/09
348;6;Crataegus;;;Weißdorn;9;2;33;L;72080;351749;Sonstiges;01/09;30/09
908;28;Crataegus;;;Weißdorn;9;4;62;L;71332;350139;Sonstiges;01/09;30/09
908;29;Crataegus;;;Weißdorn;8;3;50;L;71341;350155;Sonstiges;01/09;30/09
908;30;Crataegus;;;Weißdorn;10;5;73;L;71346;350164;Sonstiges;01/09;30/09
338;1;Crataegus;;;Weißdorn;6;5;60;L;72380;351329;Sonstiges;01/09;30/09
338;2;Crataegus;;;Weißdorn;5;6;45;L;72389;351322;Sonstiges;01/09;30/09
338;3;Crataegus;;;Weißdorn;6;6;60;L;72395;351317;Sonstiges;01/09;30/09
338;5;Crataegus;;;Weißdorn;6;6;37;L;72402;351312;Sonstiges;01/09;30/09
338;6;Crataegus;;;Weißdorn;6;3;36;L;72407;351308;Sonstiges;01/09;30/09
338;13;Crataegus;;;Weißdorn;5;3;27;L;72499;351232;Sonstiges;01/09;30/09
338;14;Crataegus;;;Weißdorn;5;3;30;L;72504;351228;Sonstiges;01/09;30/09
338;22;Crataegus;;;Weißdorn;14;8;160;L;72606;351146;Sonstiges;01/09;30/09
338;55;Crataegus;;;Weißdorn;5;2;23;L;72883;350927;Sonstiges;01/09;30/09
338;56;Crataegus;;;Weißdorn;6;2;25;L;72892;350919;Sonstiges;01/09;30/09
338;57;Crataegus;;;Weißdorn;6;2;24;L;72896;350916;Sonstiges;01/09;30/09
338;58;Crataegus;;;Weißdorn;5;2;15;L;72906;350908;Sonstiges;01/09;30/09
338;60;Crataegus;;;Weißdorn;6;2;26;L;72954;350869;Sonstiges;01/09;30/09
338;61;Crataegus;;;Weißdorn;6;2;15;L;72957;350867;Sonstiges;01/09;30/09
338;62;Crataegus;;;Weißdorn;6;4;39;L;72973;350855;Sonstiges;01/09;30/09
338;77;Crataegus;;;Weißdorn;6;2;33;L;73048;350812;Sonstiges;01/09;30/09
338;78;Crataegus;;;Weißdorn;6;2;35;L;73044;350815;Sonstiges;01/09;30/09
338;79;Crataegus;;;Weißdorn;6;2;33;L;73039;350819;Sonstiges;01/09;30/09
338;80;Crataegus;;;Weißdorn;5;2;32;L;73034;350823;Sonstiges;01/09;30/09
338;88;Crataegus;;;Weißdorn;5;2;34;L;72965;350879;Sonstiges;01/09;30/09
338;89;Crataegus;;;Weißdorn;5;2;31;L;72960;350883;Sonstiges;01/09;30/09
338;94;Crataegus;;;Weißdorn;5;4;58;L;72898;350932;Sonstiges;01/09;30/09
338;105;Crataegus;;;Weißdorn;5;1;17;L;72780;351026;Sonstiges;01/09;30/09
338;106;Crataegus;;;Weißdorn;5;1;19;L;72775;351031;Sonstiges;01/09;30/09
338;16;Crataegus;;;Weißdorn;5;2;24;L;72528;351209;Sonstiges;01/09;30/09
338;17;Crataegus;;;Weißdorn;5;2;30;L;72533;351205;Sonstiges;01/09;30/09
338;23;Crataegus;;;Weißdorn;6;3;39;L;72646;351117;Sonstiges;01/09;30/09
338;24;Crataegus;;;Weißdorn;6;4;39;L;72651;351112;Sonstiges;01/09;30/09
338;27;Crataegus;;;Weißdorn;6;5;45;L;72673;351095;Sonstiges;01/09;30/09
338;28;Crataegus;;;Weißdorn;6;4;33;L;72678;351091;Sonstiges;01/09;30/09
338;29;Crataegus;;;Weißdorn;5;3;31;L;72691;351081;Sonstiges;01/09;30/09
338;30;Crataegus;;;Weißdorn;5;2;29;L;72702;351072;Sonstiges;01/09;30/09
338;41;Crataegus;;;Weißdorn;4;3;30;L;72804;350990;Sonstiges;01/09;30/09
338;42;Crataegus;;;Weißdorn;3;2;18;L;72809;350986;Sonstiges;01/09;30/09
338;43;Crataegus;;;Weißdorn;4;2;22;L;72815;350981;Sonstiges;01/09;30/09
338;44;Crataegus;;;Weißdorn;4;2;20;L;72820;350977;Sonstiges;01/09;30/09
338;45;Crataegus;;;Weißdorn;5;2;24;L;72827;350972;Sonstiges;01/09;30/09
338;46;Crataegus;;;Weißdorn;5;2;24;L;72833;350967;Sonstiges;01/09;30/09
338;47;Crataegus;;;Weißdorn;5;2;23;L;72836;350964;Sonstiges;01/09;30/09
338;48;Crataegus;;;Weißdorn;5;3;29;L;72847;350956;Sonstiges;01/09;30/09
338;49;Crataegus;;;Weißdorn;6;3;33;L;72854;350950;Sonstiges;01/09;30/09
338;50;Crataegus;;;Weißdorn;6;4;40;L;72857;350947;Sonstiges;01/09;30/09
338;51;Crataegus;;;Weißdorn;5;2;23;L;72862;350943;Sonstiges;01/09;30/09
338;52;Crataegus;;;Weißdorn;6;4;33;L;72867;350939;Sonstiges;01/09;30/09
338;53;Crataegus;;;Weißdorn;6;2;27;L;72873;350935;Sonstiges;01/09;30/09
338;54;Crataegus;;;Weißdorn;6;2;27;L;72878;350931;Sonstiges;01/09;30/09
338;76;Crataegus;;;Weißdorn;6;2;35;L;73054;350807;Sonstiges;01/09;30/09
338;120;Crataegus;;;Weißdorn;4;2;30;L;72655;351127;Sonstiges;01/09;30/09
338;7;Crataegus;;;Weißdorn;5;2;27;L;72449;351274;Sonstiges;01/09;30/09
338;8;Crataegus;;;Weißdorn;5;3;39;L;72456;351268;Sonstiges;01/09;30/09
338;9;Crataegus;;;Weißdorn;5;2;18;L;72471;351256;Sonstiges;01/09;30/09
338;10;Crataegus;;;Weißdorn;5;5;39;L;72473;351254;Sonstiges;01/09;30/09
338;11;Crataegus;;;Weißdorn;4;3;24;L;72487;351241;Sonstiges;01/09;30/09
338;12;Crataegus;;;Weißdorn;5;3;27;L;72490;351239;Sonstiges;01/09;30/09
338;25;Crataegus;;;Weißdorn;5;3;27;L;72659;351106;Sonstiges;01/09;30/09
338;26;Crataegus;;;Weißdorn;5;3;39;L;72667;351100;Sonstiges;01/09;30/09
338;31;Crataegus;;;Weißdorn;5;5;40;L;72707;351068;Sonstiges;01/09;30/09
338;32;Crataegus;;;Weißdorn;5;5;45;L;72712;351063;Sonstiges;01/09;30/09
338;34;Crataegus;;;Weißdorn;6;4;36;L;72725;351053;Sonstiges;01/09;30/09
338;35;Crataegus;;;Weißdorn;5;4;39;L;72731;351048;Sonstiges;01/09;30/09
338;36;Crataegus;;;Weißdorn;5;4;36;L;72736;351044;Sonstiges;01/09;30/09
338;37;Crataegus;;;Weißdorn;5;4;34;L;72742;351040;Sonstiges;01/09;30/09
338;38;Crataegus;;;Weißdorn;5;4;31;L;72750;351034;Sonstiges;01/09;30/09
338;39;Crataegus;;;Weißdorn;5;2;24;L;72756;351028;Sonstiges;01/09;30/09
338;40;Crataegus;;;Weißdorn;5;4;44;L;72762;351024;Sonstiges;01/09;30/09
